agency_identifier,allocation_transfer_agency,availability_type_code,beginning_period_of_availa,by_direct_reimbursable_fun,deobligations_recov_by_pro_cpe,ending_period_of_availabil,gross_outlay_amount_by_pro_cpe,gross_outlay_amount_by_pro_fyb,gross_outlays_delivered_or_cpe,gross_outlays_delivered_or_fyb,gross_outlays_undelivered_cpe,gross_outlays_undelivered_fyb,main_account_code,object_class,obligations_delivered_orde_cpe,obligations_delivered_orde_fyb,obligations_incurred_by_pr_cpe,obligations_undelivered_or_cpe,obligations_undelivered_or_fyb,program_activity_code,program_activity_name,sub_account_code,ussgl480100_undelivered_or_cpe,ussgl480100_undelivered_or_fyb,ussgl480200_undelivered_or_cpe,ussgl480200_undelivered_or_fyb,ussgl483100_undelivered_or_cpe,ussgl483200_undelivered_or_cpe,ussgl487100_downward_adjus_cpe,ussgl487200_downward_adjus_cpe,ussgl488100_upward_adjustm_cpe,ussgl488200_upward_adjustm_cpe,ussgl490100_delivered_orde_cpe,ussgl490100_delivered_orde_fyb,ussgl490200_delivered_orde_cpe,ussgl490800_authority_outl_cpe,ussgl490800_authority_outl_fyb,ussgl493100_delivered_orde_cpe,ussgl497100_downward_adjus_cpe,ussgl497200_downward_adjus_cpe,ussgl498100_upward_adjustm_cpe,ussgl498200_upward_adjustm_cpe,fiscal_year,period,tas,tas_with_sub
69,,X,,D,0,,0,0,0,0,0,0,8107,254,0,0,0,0,0,2,Procurement and modernization of air traffic control (ATC) facilities and equipment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000-X-8107,069-0000-0000-X-8107-000
69,,X,,D,0,,-133,0,-133,0,0,0,8107,220,0,0,0,0,-133,6,Hurricane Sandy,0,0,-133,0,0,0,0,0,0,0,0,0,0,-133,0,0,0,0,0,0,0,2017,9,069-0000-0000-X-8107,069-0000-0000-X-8107-000
69,,X,,D,0,,-6,0,-6,0,0,0,8107,233,0,0,-6,0,0,6,Hurricane Sandy,0,0,0,0,0,0,0,0,0,0,0,1,0,-6,0,0,0,0,0,-2,0,2017,9,069-0000-0000-X-8107,069-0000-0000-X-8107-000
69,,X,,D,45,,-752,0,-752,0,0,0,8107,251,0,0,-22,-1466,-2196,6,Hurricane Sandy,0,-1466,-2196,0,0,0,0,45,0,0,0,0,0,-752,0,0,0,0,0,0,0,2017,9,069-0000-0000-X-8107,069-0000-0000-X-8107-000
69,,X,,D,0,,-4,0,-4,0,0,0,8107,260,0,0,-4,-6,-6,6,Hurricane Sandy,0,-6,-6,0,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,2017,9,069-0000-0000-X-8107,069-0000-0000-X-8107-000
69,,X,,D,0,,-159,0,-159,0,0,0,8107,310,0,0,-30,-86,-215,6,Hurricane Sandy,0,-86,-215,0,0,0,0,0,0,0,0,7,0,-159,0,0,0,0,0,-7,0,2017,9,069-0000-0000-X-8107,069-0000-0000-X-8107-000
69,,X,,D,4,,-52,0,-52,0,0,0,8107,320,0,0,-477,-481,-56,6,Hurricane Sandy,0,-481,-56,0,0,0,0,4,0,0,0,0,0,-52,0,0,0,0,0,0,0,2017,9,069-0000-0000-X-8107,069-0000-0000-X-8107-000
69,,X,,R,0,,-5184,0,-5184,0,0,0,8107,0,0,-4,-5180,0,0,801,Facilities and Equipment (Airport and Airway Trust Fund) (Reimbursable),0,0,0,0,0,0,0,0,0,0,0,0,-4,-5184,0,0,0,0,0,0,0,2017,9,069-0000-0000-X-8107,069-0000-0000-X-8107-000
69,,X,,R,21,,-3982,0,-3982,0,0,0,8107,111,-20,-93,-3910,0,0,801,Facilities and Equipment (Airport and Airway Trust Fund) (Reimbursable),0,0,0,0,0,0,0,0,0,0,0,-3,-93,-3982,0,0,0,21,0,-17,0,2017,9,069-0000-0000-X-8107,069-0000-0000-X-8107-000
69,,X,,R,0,,-5,0,-5,0,0,0,8107,113,0,0,-5,0,0,801,Facilities and Equipment (Airport and Airway Trust Fund) (Reimbursable),0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,2017,9,069-0000-0000-X-8107,069-0000-0000-X-8107-000
69,,X,,R,0,,-440,0,-440,0,0,0,8107,115,0,-9,-431,0,0,801,Facilities and Equipment (Airport and Airway Trust Fund) (Reimbursable),0,0,0,0,0,0,0,0,0,0,0,0,-9,-440,0,0,0,0,0,0,0,2017,9,069-0000-0000-X-8107,069-0000-0000-X-8107-000
69,,X,,R,0,,0,0,0,0,0,0,8107,118,-12,-12,0,0,0,801,Facilities and Equipment (Airport and Airway Trust Fund) (Reimbursable),0,0,0,0,0,0,0,0,0,0,0,-12,-12,0,0,0,0,0,0,0,0,2017,9,069-0000-0000-X-8107,069-0000-0000-X-8107-000
69,,X,,R,0,,-1375,0,-1375,0,0,0,8107,121,0,-30,-1344,0,0,801,Facilities and Equipment (Airport and Airway Trust Fund) (Reimbursable),0,0,0,0,0,0,0,0,0,0,0,0,-30,-1375,0,0,0,0,0,0,0,2017,9,069-0000-0000-X-8107,069-0000-0000-X-8107-000
69,,X,,R,38,,-1227,0,-1227,0,0,0,8107,210,-5,-1,-1346,-191,-75,801,Facilities and Equipment (Airport and Airway Trust Fund) (Reimbursable),0,-175,-75,0,0,0,0,37,0,-15,0,-4,-1,-1227,0,0,0,0,1,-2,0,2017,9,069-0000-0000-X-8107,069-0000-0000-X-8107-000
69,,X,,R,0,,-7,0,-7,0,0,0,8107,220,0,0,-7,0,0,801,Facilities and Equipment (Airport and Airway Trust Fund) (Reimbursable),0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,0,0,2017,9,069-0000-0000-X-8107,069-0000-0000-X-8107-000
69,,X,,R,0,,-47,0,-47,0,0,0,8107,231,0,0,-47,0,0,801,Facilities and Equipment (Airport and Airway Trust Fund) (Reimbursable),0,0,0,0,0,0,0,0,0,0,0,0,0,-47,0,0,0,0,0,0,0,2017,9,069-0000-0000-X-8107,069-0000-0000-X-8107-000
69,,X,,R,0,,-363,0,-363,0,0,0,8107,233,0,0,-657,-634,-341,801,Facilities and Equipment (Airport and Airway Trust Fund) (Reimbursable),0,-634,-341,0,0,0,0,0,0,0,0,0,0,-363,0,0,0,0,0,0,0,2017,9,069-0000-0000-X-8107,069-0000-0000-X-8107-000
69,,X,,R,324,,-2503,-772,-2556,0,-719,-772,8107,251,-202,94,-2843,-4745,-4700,801,Facilities and Equipment (Airport and Airway Trust Fund) (Reimbursable),0,-4745,-4700,-719,-772,0,0,311,0,0,0,-177,94,-2556,0,0,0,13,0,-25,0,2017,9,069-0000-0000-X-8107,069-0000-0000-X-8107-000
69,,X,,R,20,,-1917,0,-1917,0,0,0,8107,252,-138,-5,-776,-1180,-2454,801,Facilities and Equipment (Airport and Airway Trust Fund) (Reimbursable),0,-1180,-2454,0,0,0,0,20,0,0,0,-129,-5,-1917,0,0,0,0,0,-9,0,2017,9,069-0000-0000-X-8107,069-0000-0000-X-8107-000
69,,X,,R,0,,0,4,-102,0,106,4,8107,253,0,0,0,0,0,801,Facilities and Equipment (Airport and Airway Trust Fund) (Reimbursable),0,0,0,106,4,0,0,0,0,0,0,0,0,-102,0,0,0,0,0,0,0,2017,9,069-0000-0000-X-8107,069-0000-0000-X-8107-000
69,,X,,R,0,,-82,-23,-85,0,-20,-23,8107,254,-5,-7,-106,-65,-38,801,Facilities and Equipment (Airport and Airway Trust Fund) (Reimbursable),0,-65,-38,-20,-23,0,0,0,0,0,0,-1,-7,-85,0,0,0,0,0,-4,0,2017,9,069-0000-0000-X-8107,069-0000-0000-X-8107-000
69,,X,,R,415,,-465,0,-465,0,0,0,8107,257,-63,-63,-558,-976,-884,801,Facilities and Equipment (Airport and Airway Trust Fund) (Reimbursable),0,-976,-884,0,0,0,0,415,0,0,0,-63,-63,-465,0,0,0,0,0,0,0,2017,9,069-0000-0000-X-8107,069-0000-0000-X-8107-000
69,,X,,R,13,,-1253,-2,-1213,0,-42,-2,8107,260,-140,-28,-992,-475,-847,801,Facilities and Equipment (Airport and Airway Trust Fund) (Reimbursable),0,-475,-847,-42,-2,0,0,8,0,0,0,12,-28,-1213,0,0,0,6,0,-151,0,2017,9,069-0000-0000-X-8107,069-0000-0000-X-8107-000
69,,X,,R,19,,-512,-15,-527,0,0,-15,8107,310,-39,-9,-172,-161,-531,801,Facilities and Equipment (Airport and Airway Trust Fund) (Reimbursable),0,-161,-531,0,-15,0,0,17,0,0,0,-32,-9,-527,0,0,0,2,0,-7,0,2017,9,069-0000-0000-X-8107,069-0000-0000-X-8107-000
69,,X,,R,202,,-1057,-865,-1638,0,-284,-865,8107,320,-202,0,-1534,-1071,-796,801,Facilities and Equipment (Airport and Airway Trust Fund) (Reimbursable),0,-1071,-796,-284,-865,0,0,0,0,0,0,0,0,-1638,0,0,0,202,0,-202,0,2017,9,069-0000-0000-X-8107,069-0000-0000-X-8107-000
69,,X,,R,0,,-2478,0,-2478,0,0,0,8107,440,5,0,-2474,0,0,801,Facilities and Equipment (Airport and Airway Trust Fund) (Reimbursable),0,0,0,0,0,0,0,0,0,0,0,5,0,-2478,0,0,0,0,0,0,0,2017,9,069-0000-0000-X-8107,069-0000-0000-X-8107-000
69,,X,,D,0,,0,0,0,0,0,0,8107,251,0,0,-673,-673,0,6011,Direct,0,-673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000-X-8107,069-0000-0000-X-8107-000
69,,X,,D,0,,-1,1,0,0,0,1,8108,0,0,-5717,5717,0,-1,11,Improve aviation safety,0,0,-1,0,1,0,0,0,0,0,0,0,-5717,0,0,0,0,0,0,0,0,2017,9,069-0000-0000-X-8108,069-0000-0000-X-8108-000
69,,X,,D,0,,1,-63,0,0,-62,-63,8108,252,-5717,0,-5717,43,43,11,Improve aviation safety,0,43,43,-62,-63,0,0,0,0,0,0,-5717,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000-X-8108,069-0000-0000-X-8108-000
69,,X,,D,0,,0,0,0,0,0,0,8108,410,0,0,0,-3,-3,11,Improve aviation safety,0,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000-X-8108,069-0000-0000-X-8108-000
69,,X,,R,0,,-238,0,-238,0,0,0,8108,0,0,0,-238,0,0,801,"Research, Engineering and Development (Airport and Airway Trust (Reimbursable)",0,0,0,0,0,0,0,0,0,0,0,0,0,-238,0,0,0,0,0,0,0,2017,9,069-0000-0000-X-8108,069-0000-0000-X-8108-000
69,,X,,R,0,,0,0,0,0,0,0,8108,220,0,0,0,0,0,801,"Research, Engineering and Development (Airport and Airway Trust (Reimbursable)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000-X-8108,069-0000-0000-X-8108-000
69,,X,,R,0,,0,0,0,0,0,0,8108,252,0,0,-2,-2,0,801,"Research, Engineering and Development (Airport and Airway Trust (Reimbursable)",0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000-X-8108,069-0000-0000-X-8108-000
69,,X,,R,0,,-28,0,-28,0,0,0,8108,260,0,0,0,0,-28,801,"Research, Engineering and Development (Airport and Airway Trust (Reimbursable)",0,0,-28,0,0,0,0,0,0,0,0,0,0,-28,0,0,0,0,0,0,0,2017,9,069-0000-0000-X-8108,069-0000-0000-X-8108-000
69,,X,,R,0,,-66,0,-66,0,0,0,8108,410,0,0,-211,-146,-1,801,"Research, Engineering and Development (Airport and Airway Trust (Reimbursable)",0,-146,-1,0,0,0,0,0,0,0,0,0,0,-66,0,0,0,0,0,0,0,2017,9,069-0000-0000-X-8108,069-0000-0000-X-8108-000
69,,X,,R,0,,234,0,234,0,0,0,8108,440,0,0,234,0,0,801,"Research, Engineering and Development (Airport and Airway Trust (Reimbursable)",0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,2017,9,069-0000-0000-X-8108,069-0000-0000-X-8108-000
69,,,2010,D,33,2012,-61,-407,-66,0,-403,-407,8107,251,0,0,-21,-1985,-2025,1,"Engineering, development, test and evaluation",0,-1985,-2025,-403,-407,0,0,23,0,0,0,0,0,-56,0,0,0,0,10,0,-10,2017,9,069-2010-2012- -8107,069-2010-2012- -8107-000
69,,,,D,2,,2,-102,3,0,-103,-102,8107,252,0,0,0,-930,-928,1,"Engineering, development, test and evaluation",0,-930,-928,-103,-102,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8107,069-0000-0000- -8107-000
69,,,,D,22,,0,0,0,0,0,0,8107,253,0,0,0,-39,-39,1,"Engineering, development, test and evaluation",0,-39,-39,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8107,069-0000-0000- -8107-000
69,,,,D,0,,0,0,0,0,0,0,8107,257,0,0,0,-1,-1,1,"Engineering, development, test and evaluation",0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8107,069-0000-0000- -8107-000
69,,,,D,0,,-11,0,-11,0,0,0,8107,310,-1,-1,0,-73,-84,1,"Engineering, development, test and evaluation",0,-73,-84,0,0,0,0,0,0,0,0,-1,-1,-11,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8107,069-0000-0000- -8107-000
69,,,,D,0,,0,0,0,0,0,0,8107,410,0,0,0,0,0,1,"Engineering, development, test and evaluation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8107,069-0000-0000- -8107-000
69,,,,D,1,,-1,0,-1,0,0,0,8107,220,0,0,-1,0,0,2,Procurement and modernization of air traffic control (ATC) facilities and equipment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,2017,9,069-0000-0000- -8107,069-0000-0000- -8107-000
69,,,,D,16,,-5,0,-5,0,0,0,8107,233,0,0,0,-141,-146,2,Procurement and modernization of air traffic control (ATC) facilities and equipment,0,-141,-146,0,0,0,0,16,0,0,0,0,0,-5,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8107,069-0000-0000- -8107-000
69,,,,D,12,,-1254,-1031,-1254,0,-1031,-1031,8107,251,-28,3,-2,-11160,-12443,2,Procurement and modernization of air traffic control (ATC) facilities and equipment,0,-11160,-12443,-1031,-1031,0,0,11,0,0,0,-28,3,-1254,0,0,0,0,1,0,0,2017,9,069-0000-0000- -8107,069-0000-0000- -8107-000
69,,,,D,0,,-589,0,-589,0,0,0,8107,252,630,41,0,-154,-154,2,Procurement and modernization of air traffic control (ATC) facilities and equipment,0,-154,-154,0,0,0,0,0,0,0,0,630,41,-589,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8107,069-0000-0000- -8107-000
69,,,,D,0,,0,23,-111,0,133,23,8107,253,0,0,0,0,0,2,Procurement and modernization of air traffic control (ATC) facilities and equipment,0,0,0,133,23,0,0,0,0,0,0,0,0,-111,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8107,069-0000-0000- -8107-000
69,,,,D,200,,-65,-45,-100,0,-10,-45,8107,254,-3,-3,0,-435,-500,2,Procurement and modernization of air traffic control (ATC) facilities and equipment,0,-435,-500,-10,-45,0,0,200,0,0,0,-3,-3,-100,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8107,069-0000-0000- -8107-000
69,,,,D,0,,0,-92,0,0,-92,-92,8107,257,0,0,0,-1777,-1777,2,Procurement and modernization of air traffic control (ATC) facilities and equipment,0,-1777,-1777,-92,-92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8107,069-0000-0000- -8107-000
69,,,,D,0,,0,0,0,0,0,0,8107,258,0,0,0,0,0,2,Procurement and modernization of air traffic control (ATC) facilities and equipment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8107,069-0000-0000- -8107-000
69,,,,D,0,,0,0,0,0,0,0,8107,260,1,1,0,0,0,2,Procurement and modernization of air traffic control (ATC) facilities and equipment,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8107,069-0000-0000- -8107-000
69,,,,D,502,,-510,-42,-510,0,-42,-42,8107,310,-4,-5,-1,-576,-1085,2,Procurement and modernization of air traffic control (ATC) facilities and equipment,0,-576,-1085,-42,-42,0,0,502,0,0,0,-4,-5,-510,0,0,0,0,1,0,0,2017,9,069-0000-0000- -8107,069-0000-0000- -8107-000
69,,,,D,2,,-5,0,-5,0,0,0,8107,320,16,16,0,-295,-300,2,Procurement and modernization of air traffic control (ATC) facilities and equipment,0,-295,-300,0,0,0,0,2,0,0,0,16,16,-5,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8107,069-0000-0000- -8107-000
69,,,,D,0,,-150,0,-150,0,0,0,8107,251,0,0,0,-86,-236,3,Procurement and modernization of non-ATC facilities and equipment,0,-86,-236,0,0,0,0,0,0,0,0,0,0,-150,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8107,069-0000-0000- -8107-000
69,,,,D,386,,0,0,0,0,0,0,8107,254,0,0,0,-420,-420,3,Procurement and modernization of non-ATC facilities and equipment,0,-420,-420,0,0,0,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8107,069-0000-0000- -8107-000
69,,,,D,0,,0,0,0,0,0,0,8107,310,0,0,0,-5,-5,3,Procurement and modernization of non-ATC facilities and equipment,0,-5,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8107,069-0000-0000- -8107-000
69,,,,D,0,,0,0,0,0,0,0,8107,232,0,0,0,-2,-2,4,Mission support,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8107,069-0000-0000- -8107-000
69,,,,D,0,,0,-4,0,0,-5,-4,8107,251,0,0,0,-556,-555,4,Mission support,0,-556,-555,-5,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8107,069-0000-0000- -8107-000
69,,,,D,0,,0,-8,0,0,-8,-8,8107,253,0,0,0,8,8,4,Mission support,0,8,8,-8,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8107,069-0000-0000- -8107-000
69,,,,R,20,,0,0,0,0,0,0,8107,251,0,0,0,-20,-20,801,Facilities and Equipment (Airport and Airway Trust Fund) (Reimbursable),0,-20,-20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8107,069-0000-0000- -8107-000
69,,,,R,0,,-24,0,-24,0,0,0,8107,253,0,0,-24,0,0,801,Facilities and Equipment (Airport and Airway Trust Fund) (Reimbursable),0,0,0,0,0,0,0,0,0,0,0,0,0,-24,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8107,069-0000-0000- -8107-000
69,,,,D,0,,0,0,0,0,0,0,8108,220,0,0,0,-1,-1,11,Improve aviation safety,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8108,069-0000-0000- -8108-000
69,,,,D,0,,0,-8,0,0,-8,-8,8108,251,0,0,0,-141,-140,11,Improve aviation safety,0,-141,-140,-8,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8108,069-0000-0000- -8108-000
69,,,,D,26,,-38,-1,-38,0,-1,-1,8108,252,0,0,-26,-104,-116,11,Improve aviation safety,0,-104,-116,-1,-1,0,0,0,0,0,0,0,0,-38,0,0,0,0,26,0,0,2017,9,069-0000-0000- -8108,069-0000-0000- -8108-000
69,,,,D,24,,24,-25,0,0,-1,-25,8108,253,0,0,0,-24,0,11,Improve aviation safety,0,-24,0,-1,-25,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8108,069-0000-0000- -8108-000
69,,,,D,0,,0,0,0,0,0,0,8108,255,0,0,0,-5,-5,11,Improve aviation safety,0,-5,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8108,069-0000-0000- -8108-000
69,,,,D,0,,0,0,0,0,0,0,8108,310,0,0,0,-2,-2,11,Improve aviation safety,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8108,069-0000-0000- -8108-000
69,,,,D,1,,-12,0,-12,0,0,0,8108,410,0,0,-1,-113,-125,11,Improve aviation safety,0,-113,-125,0,0,0,0,0,0,0,0,0,0,-12,0,0,0,0,1,0,0,2017,9,069-0000-0000- -8108,069-0000-0000- -8108-000
69,,,,D,12,,12,-42,0,0,-31,-42,8108,251,0,0,0,-12,0,12,Economic Competitiveness,0,-12,0,-31,-42,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8108,069-0000-0000- -8108-000
69,,,,D,0,,0,0,0,0,0,0,8108,252,0,0,0,0,0,12,Economic Competitiveness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8108,069-0000-0000- -8108-000
69,,,,D,0,,0,0,0,0,0,0,8108,255,0,0,0,-87,-87,12,Economic Competitiveness,0,-87,-87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8108,069-0000-0000- -8108-000
69,,,,D,0,,-80,-3,-68,0,-14,-3,8108,252,0,0,0,-96,-176,13,Reduce environmental impact of aviation,0,-96,-176,-14,-3,0,0,0,0,0,0,0,0,-68,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8108,069-0000-0000- -8108-000
69,,,,D,0,,0,0,0,0,0,0,8108,251,0,0,0,-19,-19,14,Improve the efficiency of mission support,0,-19,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8108,069-0000-0000- -8108-000
69,,,,R,0,,0,0,0,0,0,0,8108,251,0,0,0,-17,-17,801,"Research, Engineering and Development (Airport and Airway Trust (Reimbursable)",0,-17,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8108,069-0000-0000- -8108-000
69,,,,R,2,,0,0,0,0,0,0,8108,310,0,0,0,0,0,801,"Research, Engineering and Development (Airport and Airway Trust (Reimbursable)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2017,9,069-0000-0000- -8108,069-0000-0000- -8108-000
69,,,,D,0,,-77,0,-77,0,0,0,1301,253,0,0,0,-134,-212,6011,Direct,0,-134,-212,0,0,0,0,0,0,0,0,0,0,-77,0,0,0,0,0,0,0,2017,9,069-0000-0000- -1301,069-0000-0000- -1301-000
69,,,, ,0,,0,0,0,0,0,0,8107,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8107,069-0000-0000- -8107-000
69,,,,D,0,,0,-2,0,0,-2,-2,8107,0,0,0,0,0,0,1,"Engineering, development, test and evaluation",0,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8107,069-0000-0000- -8107-000
69,,,,D,0,,0,0,0,0,0,0,8107,220,0,0,0,0,0,1,"Engineering, development, test and evaluation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8107,069-0000-0000- -8107-000
69,,,,D,4,,-198,-770,-190,0,-778,-770,8107,251,-21,-53,-210,-2401,-2357,1,"Engineering, development, test and evaluation",0,-2195,-2357,-778,-770,0,0,0,0,-206,0,-20,-53,-187,0,0,0,0,3,0,-3,2017,9,069-0000-0000- -8107,069-0000-0000- -8107-000
69,,,,D,0,,-122,-160,-116,0,-166,-160,8107,252,0,0,0,-337,-460,1,"Engineering, development, test and evaluation",0,-337,-460,-166,-160,0,0,0,0,0,0,0,0,-116,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8107,069-0000-0000- -8107-000
69,,,,D,0,,-5,0,-5,0,0,0,8107,254,0,0,0,0,-5,1,"Engineering, development, test and evaluation",0,0,-5,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8107,069-0000-0000- -8107-000
69,,,,D,0,,0,0,0,0,0,0,8107,255,0,0,0,-26,-26,1,"Engineering, development, test and evaluation",0,-26,-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8107,069-0000-0000- -8107-000
69,,,,D,0,,-1,0,-1,0,0,0,8107,257,0,0,0,0,-1,1,"Engineering, development, test and evaluation",0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8107,069-0000-0000- -8107-000
69,,,,D,0,,0,0,0,0,0,0,8107,310,29,29,0,-29,-29,1,"Engineering, development, test and evaluation",0,-29,-29,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8107,069-0000-0000- -8107-000
69,,,,D,0,,0,0,0,0,0,0,8107,210,0,0,0,-173,-173,2,Procurement and modernization of air traffic control (ATC) facilities and equipment,0,-173,-173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8107,069-0000-0000- -8107-000
69,,,,D,12,,-19,-4,-19,0,-4,-4,8107,220,-2,-2,0,-46,-65,2,Procurement and modernization of air traffic control (ATC) facilities and equipment,0,-46,-65,-4,-4,0,0,12,0,0,0,-2,-2,-19,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8107,069-0000-0000- -8107-000
69,,,,D,0,,3,0,3,0,0,0,8107,233,0,0,0,-207,-205,2,Procurement and modernization of air traffic control (ATC) facilities and equipment,0,-207,-205,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8107,069-0000-0000- -8107-000
69,,,,D,120,,-3329,-2565,-4399,0,-1495,-2565,8107,251,291,207,-1,-6005,-9249,2,Procurement and modernization of air traffic control (ATC) facilities and equipment,0,-6005,-9249,-1495,-2565,0,0,120,0,0,0,291,207,-4399,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8107,069-0000-0000- -8107-000
69,,,,D,0,,-94,-62,-134,0,-22,-62,8107,252,34,-38,0,-138,-160,2,Procurement and modernization of air traffic control (ATC) facilities and equipment,0,-138,-160,-22,-62,0,0,0,0,0,0,34,-38,-134,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8107,069-0000-0000- -8107-000
69,,,,D,0,,0,51,-94,0,145,51,8107,253,0,0,0,-63,-63,2,Procurement and modernization of air traffic control (ATC) facilities and equipment,0,-63,-63,145,51,0,0,0,0,0,0,0,0,-94,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8107,069-0000-0000- -8107-000
69,,,,D,0,,-69,0,-69,0,0,0,8107,254,0,-9,0,-52,-113,2,Procurement and modernization of air traffic control (ATC) facilities and equipment,0,-52,-113,0,0,0,0,0,0,0,0,0,-9,-69,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8107,069-0000-0000- -8107-000
69,,,,D,0,,0,0,0,0,0,0,8107,257,0,0,0,0,0,2,Procurement and modernization of air traffic control (ATC) facilities and equipment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,9,069-0000-0000- -8107,069-0000-0000- -8107-000
